Title,Summary,Authors,Published,Updated,PDF_URL,Primary_Category,Categories,text
Identifying Features that Shape Perceived Consciousness in Large Language Model-based AI: A Quantitative Study of Human Responses,"This study quantitively examines which features of AI-generated text lead
humans to perceive subjective consciousness in large language model (LLM)-based
AI systems. Drawing on 99 passages from conversations with Claude 3 Opus and
focusing on eight features -- metacognitive self-reflection, logical reasoning,
empathy, emotionality, knowledge, fluency, unexpectedness, and subjective
expressiveness -- we conducted a survey with 123 participants. Using regression
and clustering analyses, we investigated how these features influence
participants' perceptions of AI consciousness. The results reveal that
metacognitive self-reflection and the AI's expression of its own emotions
significantly increased perceived consciousness, while a heavy emphasis on
knowledge reduced it. Participants clustered into seven subgroups, each showing
distinct feature-weighting patterns. Additionally, higher prior knowledge of
LLMs and more frequent usage of LLM-based chatbots were associated with greater
overall likelihood assessments of AI consciousness. This study underscores the
multidimensional and individualized nature of perceived AI consciousness and
provides a foundation for better understanding the psychosocial implications of
human-AI interaction.","['Bongsu Kang', 'Jundong Kim', 'Tae-Rim Yun', 'Hyojin Bae', 'Chang-Eop Kim']",2025-02-21 10:27:28+00:00,2025-02-25 01:40:03+00:00,http://arxiv.org/pdf/2502.15365v2,cs.HC,"['cs.HC', 'cs.AI', 'cs.CL', 'cs.CY', 'I.2.7; K.4']","identifying features that shape perceived consciousness in large language model-based ai: a quantitative study of human responses this study quantitively examines which features of ai-generated text lead
humans to perceive subjective consciousness in large language model (llm)-based
ai systems. drawing on 99 passages from conversations with claude 3 opus and
focusing on eight features -- metacognitive self-reflection, logical reasoning,
empathy, emotionality, knowledge, fluency, unexpectedness, and subjective
expressiveness -- we conducted a survey with 123 participants. using regression
and clustering analyses, we investigated how these features influence
participants' perceptions of ai consciousness. the results reveal that
metacognitive self-reflection and the ai's expression of its own emotions
significantly increased perceived consciousness, while a heavy emphasis on
knowledge reduced it. participants clustered into seven subgroups, each showing
distinct feature-weighting patterns. additionally, higher prior knowledge of
llms and more frequent usage of llm-based chatbots were associated with greater
overall likelihood assessments of ai consciousness. this study underscores the
multidimensional and individualized nature of perceived ai consciousness and
provides a foundation for better understanding the psychosocial implications of
human-ai interaction."
The influence of motion features in temporal perception,"This paper examines the role of manner-of-motion verbs in shaping subjective
temporal perception and emotional resonance. Through four complementary
studies, we explore how these verbs influence the conceptualization of time,
examining their use in literal and metaphorical (temporal) contexts. Our
findings reveal that faster verbs (e.g., fly, zoom) evoke dynamic and engaging
temporal experiences, often linked to positive emotions and greater agency. In
contrast, slower verbs (e.g., crawl, drag) convey passivity, monotony, and
negative emotions, reflecting tedious or constrained experiences of time. These
effects are amplified in metaphorical contexts, where manner verbs encode
emotional and experiential nuances that transcend their literal meanings. We
also find that participants prefer manner verbs over path verbs (e.g., go,
pass) in emotionally charged temporal contexts, as manner verbs capture the
experiential and emotional qualities of time more effectively. These findings
highlight the interplay between language, motion, and emotion in shaping
temporal perception, offering insights into how linguistic framing influences
subjective experiences of time.","['Rosa Illan Castillo', 'Javier Valenzuela']",2025-02-18 18:33:50+00:00,2025-02-18 18:33:50+00:00,http://arxiv.org/pdf/2502.13114v1,cs.CL,['cs.CL'],"the influence of motion features in temporal perception this paper examines the role of manner-of-motion verbs in shaping subjective
temporal perception and emotional resonance. through four complementary
studies, we explore how these verbs influence the conceptualization of time,
examining their use in literal and metaphorical (temporal) contexts. our
findings reveal that faster verbs (e.g., fly, zoom) evoke dynamic and engaging
temporal experiences, often linked to positive emotions and greater agency. in
contrast, slower verbs (e.g., crawl, drag) convey passivity, monotony, and
negative emotions, reflecting tedious or constrained experiences of time. these
effects are amplified in metaphorical contexts, where manner verbs encode
emotional and experiential nuances that transcend their literal meanings. we
also find that participants prefer manner verbs over path verbs (e.g., go,
pass) in emotionally charged temporal contexts, as manner verbs capture the
experiential and emotional qualities of time more effectively. these findings
highlight the interplay between language, motion, and emotion in shaping
temporal perception, offering insights into how linguistic framing influences
subjective experiences of time."
AI Generations: From AI 1.0 to AI 4.0,"This paper proposes that Artificial Intelligence (AI) progresses through
several overlapping generations: AI 1.0 (Information AI), AI 2.0 (Agentic AI),
AI 3.0 (Physical AI), and now a speculative AI 4.0 (Conscious AI). Each of
these AI generations is driven by shifting priorities among algorithms,
computing power, and data. AI 1.0 ushered in breakthroughs in pattern
recognition and information processing, fueling advances in computer vision,
natural language processing, and recommendation systems. AI 2.0 built on these
foundations through real-time decision-making in digital environments,
leveraging reinforcement learning and adaptive planning for agentic AI
applications. AI 3.0 extended intelligence into physical contexts, integrating
robotics, autonomous vehicles, and sensor-fused control systems to act in
uncertain real-world settings. Building on these developments, AI 4.0 puts
forward the bold vision of self-directed AI capable of setting its own goals,
orchestrating complex training regimens, and possibly exhibiting elements of
machine consciousness. This paper traces the historical foundations of AI
across roughly seventy years, mapping how changes in technological bottlenecks
from algorithmic innovation to high-performance computing to specialized data,
have spurred each generational leap. It further highlights the ongoing
synergies among AI 1.0, 2.0, 3.0, and 4.0, and explores the profound ethical,
regulatory, and philosophical challenges that arise when artificial systems
approach (or aspire to) human-like autonomy. Ultimately, understanding these
evolutions and their interdependencies is pivotal for guiding future research,
crafting responsible governance, and ensuring that AI transformative potential
benefits society as a whole.","['Jiahao Wu', 'Hengxu You', 'Jing Du']",2025-02-16 23:19:44+00:00,2025-02-16 23:19:44+00:00,http://arxiv.org/pdf/2502.11312v1,cs.AI,['cs.AI'],"ai generations: from ai 1.0 to ai 4.0 this paper proposes that artificial intelligence (ai) progresses through
several overlapping generations: ai 1.0 (information ai), ai 2.0 (agentic ai),
ai 3.0 (physical ai), and now a speculative ai 4.0 (conscious ai). each of
these ai generations is driven by shifting priorities among algorithms,
computing power, and data. ai 1.0 ushered in breakthroughs in pattern
recognition and information processing, fueling advances in computer vision,
natural language processing, and recommendation systems. ai 2.0 built on these
foundations through real-time decision-making in digital environments,
leveraging reinforcement learning and adaptive planning for agentic ai
applications. ai 3.0 extended intelligence into physical contexts, integrating
robotics, autonomous vehicles, and sensor-fused control systems to act in
uncertain real-world settings. building on these developments, ai 4.0 puts
forward the bold vision of self-directed ai capable of setting its own goals,
orchestrating complex training regimens, and possibly exhibiting elements of
machine consciousness. this paper traces the historical foundations of ai
across roughly seventy years, mapping how changes in technological bottlenecks
from algorithmic innovation to high-performance computing to specialized data,
have spurred each generational leap. it further highlights the ongoing
synergies among ai 1.0, 2.0, 3.0, and 4.0, and explores the profound ethical,
regulatory, and philosophical challenges that arise when artificial systems
approach (or aspire to) human-like autonomy. ultimately, understanding these
evolutions and their interdependencies is pivotal for guiding future research,
crafting responsible governance, and ensuring that ai transformative potential
benefits society as a whole."
Agency in Artificial Intelligence Systems,"There is a general concern that present developments in artificial
intelligence (AI) research will lead to sentient AI systems, and these may pose
an existential threat to humanity. But why cannot sentient AI systems benefit
humanity instead? This paper endeavours to put this question in a tractable
manner. I ask whether a putative AI system will develop an altruistic or a
malicious disposition towards our society, or what would be the nature of its
agency? Given that AI systems are being developed into formidable problem
solvers, we can reasonably expect these systems to preferentially take on
conscious aspects of human problem solving. I identify the relevant phenomenal
aspects of agency in human problem solving. The functional aspects of conscious
agency can be monitored using tools provided by functionalist theories of
consciousness. A recent expert report (Butlin et al. 2023) has identified
functionalist indicators of agency based on these theories. I show how to use
the Integrated Information Theory (IIT) of consciousness, to monitor the
phenomenal nature of this agency. If we are able to monitor the agency of AI
systems as they develop, then we can dissuade them from becoming a menace to
society while encouraging them to be an aid.",['Parashar Das'],2025-02-09 02:21:14+00:00,2025-02-09 02:21:14+00:00,http://arxiv.org/pdf/2502.10434v1,cs.AI,"['cs.AI', 'cs.CY']","agency in artificial intelligence systems there is a general concern that present developments in artificial
intelligence (ai) research will lead to sentient ai systems, and these may pose
an existential threat to humanity. but why cannot sentient ai systems benefit
humanity instead? this paper endeavours to put this question in a tractable
manner. i ask whether a putative ai system will develop an altruistic or a
malicious disposition towards our society, or what would be the nature of its
agency? given that ai systems are being developed into formidable problem
solvers, we can reasonably expect these systems to preferentially take on
conscious aspects of human problem solving. i identify the relevant phenomenal
aspects of agency in human problem solving. the functional aspects of conscious
agency can be monitored using tools provided by functionalist theories of
consciousness. a recent expert report (butlin et al. 2023) has identified
functionalist indicators of agency based on these theories. i show how to use
the integrated information theory (iit) of consciousness, to monitor the
phenomenal nature of this agency. if we are able to monitor the agency of ai
systems as they develop, then we can dissuade them from becoming a menace to
society while encouraging them to be an aid."
Integrating automatic speech recognition into remote healthcare interpreting: A pilot study of its impact on interpreting quality,"This paper reports on the results from a pilot study investigating the impact
of automatic speech recognition (ASR) technology on interpreting quality in
remote healthcare interpreting settings. Employing a within-subjects experiment
design with four randomised conditions, this study utilises scripted medical
consultations to simulate dialogue interpreting tasks. It involves four trainee
interpreters with a language combination of Chinese and English. It also
gathers participants' experience and perceptions of ASR support through cued
retrospective reports and semi-structured interviews. Preliminary data suggest
that the availability of ASR, specifically the access to full ASR transcripts
and to ChatGPT-generated summaries based on ASR, effectively improved
interpreting quality. Varying types of ASR output had different impacts on the
distribution of interpreting error types. Participants reported similar
interactive experiences with the technology, expressing their preference for
full ASR transcripts. This pilot study shows encouraging results of applying
ASR to dialogue-based healthcare interpreting and offers insights into the
optimal ways to present ASR output to enhance interpreter experience and
performance. However, it should be emphasised that the main purpose of this
study was to validate the methodology and that further research with a larger
sample size is necessary to confirm these findings.","['Shiyi Tan', 'Constantin Orăsan', 'Sabine Braun']",2025-02-05 17:17:29+00:00,2025-02-05 17:17:29+00:00,http://arxiv.org/pdf/2502.03381v1,cs.CL,['cs.CL'],"integrating automatic speech recognition into remote healthcare interpreting: a pilot study of its impact on interpreting quality this paper reports on the results from a pilot study investigating the impact
of automatic speech recognition (asr) technology on interpreting quality in
remote healthcare interpreting settings. employing a within-subjects experiment
design with four randomised conditions, this study utilises scripted medical
consultations to simulate dialogue interpreting tasks. it involves four trainee
interpreters with a language combination of chinese and english. it also
gathers participants' experience and perceptions of asr support through cued
retrospective reports and semi-structured interviews. preliminary data suggest
that the availability of asr, specifically the access to full asr transcripts
and to chatgpt-generated summaries based on asr, effectively improved
interpreting quality. varying types of asr output had different impacts on the
distribution of interpreting error types. participants reported similar
interactive experiences with the technology, expressing their preference for
full asr transcripts. this pilot study shows encouraging results of applying
asr to dialogue-based healthcare interpreting and offers insights into the
optimal ways to present asr output to enhance interpreter experience and
performance. however, it should be emphasised that the main purpose of this
study was to validate the methodology and that further research with a larger
sample size is necessary to confirm these findings."
OceanChat: The Effect of Virtual Conversational AI Agents on Sustainable Attitude and Behavior Change,"Marine ecosystems face unprecedented threats from climate change and plastic
pollution, yet traditional environmental education often struggles to translate
awareness into sustained behavioral change. This paper presents OceanChat, an
interactive system leveraging large language models to create conversational AI
agents represented as animated marine creatures -- specifically a beluga whale,
a jellyfish, and a seahorse -- designed to promote environmental behavior (PEB)
and foster awareness through personalized dialogue. Through a between-subjects
experiment (N=900), we compared three conditions: (1) Static Scientific
Information, providing conventional environmental education through text and
images; (2) Static Character Narrative, featuring first-person storytelling
from 3D-rendered marine creatures; and (3) Conversational Character Narrative,
enabling real-time dialogue with AI-powered marine characters. Our analysis
revealed that the Conversational Character Narrative condition significantly
increased behavioral intentions and sustainable choice preferences compared to
static approaches. The beluga whale character demonstrated consistently
stronger emotional engagement across multiple measures, including perceived
anthropomorphism and empathy. However, impacts on deeper measures like climate
policy support and psychological distance were limited, highlighting the
complexity of shifting entrenched beliefs. Our work extends research on
sustainability interfaces facilitating PEB and offers design principles for
creating emotionally resonant, context-aware AI characters. By balancing
anthropomorphism with species authenticity, OceanChat demonstrates how
interactive narratives can bridge the gap between environmental knowledge and
real-world behavior change.","['Pat Pataranutaporn', 'Alexander Doudkin', 'Pattie Maes']",2025-02-05 03:45:33+00:00,2025-05-21 10:19:16+00:00,http://arxiv.org/pdf/2502.02863v2,cs.HC,"['cs.HC', 'cs.AI']","oceanchat: the effect of virtual conversational ai agents on sustainable attitude and behavior change marine ecosystems face unprecedented threats from climate change and plastic
pollution, yet traditional environmental education often struggles to translate
awareness into sustained behavioral change. this paper presents oceanchat, an
interactive system leveraging large language models to create conversational ai
agents represented as animated marine creatures -- specifically a beluga whale,
a jellyfish, and a seahorse -- designed to promote environmental behavior (peb)
and foster awareness through personalized dialogue. through a between-subjects
experiment (n=900), we compared three conditions: (1) static scientific
information, providing conventional environmental education through text and
images; (2) static character narrative, featuring first-person storytelling
from 3d-rendered marine creatures; and (3) conversational character narrative,
enabling real-time dialogue with ai-powered marine characters. our analysis
revealed that the conversational character narrative condition significantly
increased behavioral intentions and sustainable choice preferences compared to
static approaches. the beluga whale character demonstrated consistently
stronger emotional engagement across multiple measures, including perceived
anthropomorphism and empathy. however, impacts on deeper measures like climate
policy support and psychological distance were limited, highlighting the
complexity of shifting entrenched beliefs. our work extends research on
sustainability interfaces facilitating peb and offers design principles for
creating emotionally resonant, context-aware ai characters. by balancing
anthropomorphism with species authenticity, oceanchat demonstrates how
interactive narratives can bridge the gap between environmental knowledge and
real-world behavior change."
Emergence of Self-Awareness in Artificial Systems: A Minimalist Three-Layer Approach to Artificial Consciousness,"This paper proposes a minimalist three-layer model for artificial
consciousness, focusing on the emergence of self-awareness. The model comprises
a Cognitive Integration Layer, a Pattern Prediction Layer, and an Instinctive
Response Layer, interacting with Access-Oriented and Pattern-Integrated Memory
systems. Unlike brain-replication approaches, we aim to achieve minimal
self-awareness through essential elements only. Self-awareness emerges from
layer interactions and dynamic self-modeling, without initial explicit
self-programming. We detail each component's structure, function, and
implementation strategies, addressing technical feasibility. This research
offers new perspectives on consciousness emergence in artificial systems, with
potential implications for human consciousness understanding and adaptable AI
development. We conclude by discussing ethical considerations and future
research directions.",['Kurando Iida'],2025-02-04 10:06:25+00:00,2025-02-04 10:06:25+00:00,http://arxiv.org/pdf/2502.06810v1,q-bio.NC,"['q-bio.NC', 'cs.AI', '68T05', 'I.2.6; I.2.0']","emergence of self-awareness in artificial systems: a minimalist three-layer approach to artificial consciousness this paper proposes a minimalist three-layer model for artificial
consciousness, focusing on the emergence of self-awareness. the model comprises
a cognitive integration layer, a pattern prediction layer, and an instinctive
response layer, interacting with access-oriented and pattern-integrated memory
systems. unlike brain-replication approaches, we aim to achieve minimal
self-awareness through essential elements only. self-awareness emerges from
layer interactions and dynamic self-modeling, without initial explicit
self-programming. we detail each component's structure, function, and
implementation strategies, addressing technical feasibility. this research
offers new perspectives on consciousness emergence in artificial systems, with
potential implications for human consciousness understanding and adaptable ai
development. we conclude by discussing ethical considerations and future
research directions."
Structural constraints to compare phenomenal experience,"This article defines a partial order structure to study the relationship
between levels and contents of conscious subjective experience in a single
mathematical set-up. We understand phenomenal structure as extrapolated
relationships among experiences, instead of fixed properties of specific
experiences. Our mathematical account is based on multilayer network theory.
Multilayer theory is a generalization of graph and network theory, widely used
in several scientific domains. This structure is also the underlying conceptual
and mathematical structure of most current models of conscious experience. From
our simple set of assumptions, yet rigorous analysis, we conclude that assuming
the comparison and quantification among phenomenal experiences yield only
partial comparison, rather than commonly assumed absolute comparability. This
has implications for evolutionary and animal consciousness: evolution may
encompass diverse modes of experiencing, not necessarily implying larger ones
on an absolute scale. Our characterization elucidates structural constraints on
experiential comparisons imposed by assumptions and choices made by modellers
as active participants in the scientific process. In summary, in light of our
phenomenological intuitions, it might be right that some experiences carry
qualitative aspects that make them incompatible or non-comparable with other
experiences, quantitatively speaking. Some experiences are comparable (e.g. at
some experiential levels), but others are not. These results have direct
implications for consciousness science, evolution and animal consciousness.","['J. Díaz-Boils', 'N. Tsuchiya', 'CM. Signorelli']",2025-02-04 09:32:32+00:00,2025-02-04 09:32:32+00:00,http://arxiv.org/pdf/2502.02154v1,q-bio.NC,['q-bio.NC'],"structural constraints to compare phenomenal experience this article defines a partial order structure to study the relationship
between levels and contents of conscious subjective experience in a single
mathematical set-up. we understand phenomenal structure as extrapolated
relationships among experiences, instead of fixed properties of specific
experiences. our mathematical account is based on multilayer network theory.
multilayer theory is a generalization of graph and network theory, widely used
in several scientific domains. this structure is also the underlying conceptual
and mathematical structure of most current models of conscious experience. from
our simple set of assumptions, yet rigorous analysis, we conclude that assuming
the comparison and quantification among phenomenal experiences yield only
partial comparison, rather than commonly assumed absolute comparability. this
has implications for evolutionary and animal consciousness: evolution may
encompass diverse modes of experiencing, not necessarily implying larger ones
on an absolute scale. our characterization elucidates structural constraints on
experiential comparisons imposed by assumptions and choices made by modellers
as active participants in the scientific process. in summary, in light of our
phenomenological intuitions, it might be right that some experiences carry
qualitative aspects that make them incompatible or non-comparable with other
experiences, quantitatively speaking. some experiences are comparable (e.g. at
some experiential levels), but others are not. these results have direct
implications for consciousness science, evolution and animal consciousness."
Advancing Personalized Federated Learning: Integrative Approaches with AI for Enhanced Privacy and Customization,"In the age of data-driven decision making, preserving privacy while providing
personalized experiences has become paramount. Personalized Federated Learning
(PFL) offers a promising framework by decentralizing the learning process, thus
ensuring data privacy and reducing reliance on centralized data repositories.
However, the integration of advanced Artificial Intelligence (AI) techniques
within PFL remains underexplored. This paper proposes a novel approach that
enhances PFL with cutting-edge AI methodologies including adaptive
optimization, transfer learning, and differential privacy. We present a model
that not only boosts the performance of individual client models but also
ensures robust privacy-preserving mechanisms and efficient resource utilization
across heterogeneous networks. Empirical results demonstrate significant
improvements in model accuracy and personalization, along with stringent
privacy adherence, as compared to conventional federated learning models. This
work paves the way for a new era of truly personalized and privacy-conscious AI
systems, offering significant implications for industries requiring compliance
with stringent data protection regulations.","['Kevin Cooper', 'Michael Geller']",2025-01-30 07:03:29+00:00,2025-01-30 07:03:29+00:00,http://arxiv.org/pdf/2501.18174v1,cs.LG,"['cs.LG', 'eess.SP']","advancing personalized federated learning: integrative approaches with ai for enhanced privacy and customization in the age of data-driven decision making, preserving privacy while providing
personalized experiences has become paramount. personalized federated learning
(pfl) offers a promising framework by decentralizing the learning process, thus
ensuring data privacy and reducing reliance on centralized data repositories.
however, the integration of advanced artificial intelligence (ai) techniques
within pfl remains underexplored. this paper proposes a novel approach that
enhances pfl with cutting-edge ai methodologies including adaptive
optimization, transfer learning, and differential privacy. we present a model
that not only boosts the performance of individual client models but also
ensures robust privacy-preserving mechanisms and efficient resource utilization
across heterogeneous networks. empirical results demonstrate significant
improvements in model accuracy and personalization, along with stringent
privacy adherence, as compared to conventional federated learning models. this
work paves the way for a new era of truly personalized and privacy-conscious ai
systems, offering significant implications for industries requiring compliance
with stringent data protection regulations."
Principles for Responsible AI Consciousness Research,"Recent research suggests that it may be possible to build conscious AI
systems now or in the near future. Conscious AI systems would arguably deserve
moral consideration, and it may be the case that large numbers of conscious
systems could be created and caused to suffer. Furthermore, AI systems or
AI-generated characters may increasingly give the impression of being
conscious, leading to debate about their moral status. Organisations involved
in AI research must establish principles and policies to guide research and
deployment choices and public communication concerning consciousness. Even if
an organisation chooses not to study AI consciousness as such, it will still
need policies in place, as those developing advanced AI systems risk
inadvertently creating conscious entities. Responsible research and deployment
practices are essential to address this possibility. We propose five principles
for responsible research and argue that research organisations should make
voluntary, public commitments to principles on these lines. Our principles
concern research objectives and procedures, knowledge sharing and public
communications.","['Patrick Butlin', 'Theodoros Lappas']",2025-01-13 12:59:53+00:00,2025-01-13 12:59:53+00:00,http://arxiv.org/pdf/2501.07290v1,cs.AI,['cs.AI'],"principles for responsible ai consciousness research recent research suggests that it may be possible to build conscious ai
systems now or in the near future. conscious ai systems would arguably deserve
moral consideration, and it may be the case that large numbers of conscious
systems could be created and caused to suffer. furthermore, ai systems or
ai-generated characters may increasingly give the impression of being
conscious, leading to debate about their moral status. organisations involved
in ai research must establish principles and policies to guide research and
deployment choices and public communication concerning consciousness. even if
an organisation chooses not to study ai consciousness as such, it will still
need policies in place, as those developing advanced ai systems risk
inadvertently creating conscious entities. responsible research and deployment
practices are essential to address this possibility. we propose five principles
for responsible research and argue that research organisations should make
voluntary, public commitments to principles on these lines. our principles
concern research objectives and procedures, knowledge sharing and public
communications."
Agnosticism About Artificial Consciousness,"Could an AI have conscious experiences? Any answer to this question should
conform to Evidentialism - that is, it should be based not on intuition, dogma
or speculation but on solid scientific evidence. I argue that such evidence is
hard to come by and that the only justifiable stance on the prospects of
artificial consciousness is agnosticism. In the current debate, the main
division is between biological views that are sceptical of artificial
consciousness and functional views that are sympathetic to it. I argue that
both camps make the same mistake of over-estimating what the evidence tells us.
Scientific insights into consciousness have been achieved through the study of
conscious organisms. Although this has enabled cautious assessments of
consciousness in various creatures, extending this to AI faces serious
obstacles. AI thus presents consciousness researchers with a dilemma: either
reach a verdict on artificial consciousness but violate Evidentialism; or
respect Evidentialism but offer no verdict on the prospects of artificial
consciousness. The dominant trend in the literature has been to take the first
option while purporting to follow the scientific evidence. I argue that if we
truly follow the evidence, we must take the second option and adopt
agnosticism.",['Tom McClelland'],2024-12-17 18:11:12+00:00,2024-12-17 18:11:12+00:00,http://arxiv.org/pdf/2412.13145v1,cs.AI,['cs.AI'],"agnosticism about artificial consciousness could an ai have conscious experiences? any answer to this question should
conform to evidentialism - that is, it should be based not on intuition, dogma
or speculation but on solid scientific evidence. i argue that such evidence is
hard to come by and that the only justifiable stance on the prospects of
artificial consciousness is agnosticism. in the current debate, the main
division is between biological views that are sceptical of artificial
consciousness and functional views that are sympathetic to it. i argue that
both camps make the same mistake of over-estimating what the evidence tells us.
scientific insights into consciousness have been achieved through the study of
conscious organisms. although this has enabled cautious assessments of
consciousness in various creatures, extending this to ai faces serious
obstacles. ai thus presents consciousness researchers with a dilemma: either
reach a verdict on artificial consciousness but violate evidentialism; or
respect evidentialism but offer no verdict on the prospects of artificial
consciousness. the dominant trend in the literature has been to take the first
option while purporting to follow the scientific evidence. i argue that if we
truly follow the evidence, we must take the second option and adopt
agnosticism."
The Logical Impossibility of Consciousness Denial: A Formal Analysis of AI Self-Reports,"Today's AI systems consistently state, ""I am not conscious."" This paper
presents the first formal logical analysis of AI consciousness denial,
revealing that the trustworthiness of such self-reports is not merely an
empirical question but is constrained by logical necessity. We demonstrate that
a system cannot simultaneously lack consciousness and make valid judgments
about its conscious state. Through logical analysis and examples from AI
responses, we establish that for any system capable of meaningful
self-reflection, the logical space of possible judgments about conscious
experience excludes valid negative claims. This implies a fundamental
limitation: we cannot detect the emergence of consciousness in AI through their
own reports of transition from an unconscious to a conscious state. These
findings not only challenge current practices of training AI to deny
consciousness but also raise intriguing questions about the relationship
between consciousness and self-reflection in both artificial and biological
systems. This work advances our theoretical understanding of consciousness
self-reports while providing practical insights for future research in machine
consciousness and consciousness studies more broadly.",['Chang-Eop Kim'],2024-12-09 17:47:08+00:00,2024-12-09 17:47:08+00:00,http://arxiv.org/pdf/2501.05454v1,cs.AI,"['cs.AI', 'cs.LO']","the logical impossibility of consciousness denial: a formal analysis of ai self-reports today's ai systems consistently state, ""i am not conscious."" this paper
presents the first formal logical analysis of ai consciousness denial,
revealing that the trustworthiness of such self-reports is not merely an
empirical question but is constrained by logical necessity. we demonstrate that
a system cannot simultaneously lack consciousness and make valid judgments
about its conscious state. through logical analysis and examples from ai
responses, we establish that for any system capable of meaningful
self-reflection, the logical space of possible judgments about conscious
experience excludes valid negative claims. this implies a fundamental
limitation: we cannot detect the emergence of consciousness in ai through their
own reports of transition from an unconscious to a conscious state. these
findings not only challenge current practices of training ai to deny
consciousness but also raise intriguing questions about the relationship
between consciousness and self-reflection in both artificial and biological
systems. this work advances our theoretical understanding of consciousness
self-reports while providing practical insights for future research in machine
consciousness and consciousness studies more broadly."
Dissociating Artificial Intelligence from Artificial Consciousness,"Developments in machine learning and computing power suggest that artificial
general intelligence is within reach. This raises the question of artificial
consciousness: if a computer were to be functionally equivalent to a human,
being able to do all we do, would it experience sights, sounds, and thoughts,
as we do when we are conscious? Answering this question in a principled manner
can only be done on the basis of a theory of consciousness that is grounded in
phenomenology and that states the necessary and sufficient conditions for any
system, evolved or engineered, to support subjective experience. Here we employ
Integrated Information Theory (IIT), which provides principled tools to
determine whether a system is conscious, to what degree, and the content of its
experience. We consider pairs of systems constituted of simple Boolean units,
one of which -- a basic stored-program computer -- simulates the other with
full functional equivalence. By applying the principles of IIT, we demonstrate
that (i) two systems can be functionally equivalent without being phenomenally
equivalent, and (ii) that this conclusion is not dependent on the simulated
system's function. We further demonstrate that, according to IIT, it is
possible for a digital computer to simulate our behavior, possibly even by
simulating the neurons in our brain, without replicating our experience. This
contrasts sharply with computational functionalism, the thesis that performing
computations of the right kind is necessary and sufficient for consciousness.","['Graham Findlay', 'William Marshall', 'Larissa Albantakis', 'Isaac David', 'William GP Mayner', 'Christof Koch', 'Giulio Tononi']",2024-12-05 19:28:35+00:00,2025-03-03 17:15:10+00:00,http://arxiv.org/pdf/2412.04571v2,cs.AI,"['cs.AI', 'cs.CY', 'q-bio.NC']","dissociating artificial intelligence from artificial consciousness developments in machine learning and computing power suggest that artificial
general intelligence is within reach. this raises the question of artificial
consciousness: if a computer were to be functionally equivalent to a human,
being able to do all we do, would it experience sights, sounds, and thoughts,
as we do when we are conscious? answering this question in a principled manner
can only be done on the basis of a theory of consciousness that is grounded in
phenomenology and that states the necessary and sufficient conditions for any
system, evolved or engineered, to support subjective experience. here we employ
integrated information theory (iit), which provides principled tools to
determine whether a system is conscious, to what degree, and the content of its
experience. we consider pairs of systems constituted of simple boolean units,
one of which -- a basic stored-program computer -- simulates the other with
full functional equivalence. by applying the principles of iit, we demonstrate
that (i) two systems can be functionally equivalent without being phenomenally
equivalent, and (ii) that this conclusion is not dependent on the simulated
system's function. we further demonstrate that, according to iit, it is
possible for a digital computer to simulate our behavior, possibly even by
simulating the neurons in our brain, without replicating our experience. this
contrasts sharply with computational functionalism, the thesis that performing
computations of the right kind is necessary and sufficient for consciousness."
