Title,Summary,Authors,Published,Updated,PDF_URL,Primary_Category,Categories
Non-Asymptotic Analysis of Online Local Private Learning with SGD,"Differentially Private Stochastic Gradient Descent (DP-SGD) has been widely
used for solving optimization problems with privacy guarantees in machine
learning and statistics. Despite this, a systematic non-asymptotic convergence
analysis for DP-SGD, particularly in the context of online problems and local
differential privacy (LDP) models, remains largely elusive. Existing
non-asymptotic analyses have focused on non-private optimization methods, and
hence are not applicable to privacy-preserving optimization problems. This work
initiates the analysis to bridge this gap and opens the door to non-asymptotic
convergence analysis of private optimization problems. A general framework is
investigated for the online LDP model in stochastic optimization problems. We
assume that sensitive information from individuals is collected sequentially
and aim to estimate, in real-time, a static parameter that pertains to the
population of interest. Most importantly, we conduct a comprehensive
non-asymptotic convergence analysis of the proposed estimators in finite-sample
situations, which gives their users practical guidelines regarding the effect
of various hyperparameters, such as step size, parameter dimensions, and
privacy budgets, on convergence rates. Our proposed estimators are validated in
the theoretical and practical realms by rigorous mathematical derivations and
carefully constructed numerical experiments.","['Enze Shi', 'Jinhan Xie', 'Bei Jiang', 'Linglong Kong', 'Xuming He']",2025-07-09 17:06:01+00:00,2025-07-09 17:06:01+00:00,http://arxiv.org/pdf/2507.07041v1,stat.ME,"['stat.ME', 'cs.LG', 'stat.ML']"
Self-Supervised Learning at the Edge: The Cost of Labeling,"Contrastive learning (CL) has recently emerged as an alternative to
traditional supervised machine learning solutions by enabling rich
representations from unstructured and unlabeled data. However, CL and, more
broadly, self-supervised learning (SSL) methods often demand a large amount of
data and computational resources, posing challenges for deployment on
resource-constrained edge devices. In this work, we explore the feasibility and
efficiency of SSL techniques for edge-based learning, focusing on trade-offs
between model performance and energy efficiency. In particular, we analyze how
different SSL techniques adapt to limited computational, data, and energy
budgets, evaluating their effectiveness in learning robust representations
under resource-constrained settings. Moreover, we also consider the energy
costs involved in labeling data and assess how semi-supervised learning may
assist in reducing the overall energy consumed to train CL models. Through
extensive experiments, we demonstrate that tailored SSL strategies can achieve
competitive performance while reducing resource consumption by up to 4X,
underscoring their potential for energy-efficient learning at the edge.","['Roberto Pereira', 'Fernanda Famá', 'Asal Rangrazi', 'Marco Miozzo', 'Charalampos Kalalas', 'Paolo Dini']",2025-07-09 17:03:50+00:00,2025-07-09 17:03:50+00:00,http://arxiv.org/pdf/2507.07033v1,cs.LG,"['cs.LG', 'eess.SP']"
ZKTorch: Compiling ML Inference to Zero-Knowledge Proofs via Parallel Proof Accumulation,"As AI models become ubiquitous in our daily lives, there has been an
increasing demand for transparency in ML services. However, the model owner
does not want to reveal the weights, as they are considered trade secrets. To
solve this problem, researchers have turned to zero-knowledge proofs of ML
model inference. These proofs convince the user that the ML model output is
correct, without revealing the weights of the model to the user. Past work on
these provers can be placed into two categories. The first method compiles the
ML model into a low-level circuit, and proves the circuit using a ZK-SNARK. The
second method uses custom cryptographic protocols designed only for a specific
class of models. Unfortunately, the first method is highly inefficient, making
it impractical for the large models used today, and the second method does not
generalize well, making it difficult to update in the rapidly changing field of
machine learning. To solve this, we propose ZKTorch, an open source end-to-end
proving system that compiles ML models into base cryptographic operations
called basic blocks, each proved using specialized protocols. ZKTorch is built
on top of a novel parallel extension to the Mira accumulation scheme, enabling
succinct proofs with minimal accumulation overhead. These contributions allow
ZKTorch to achieve at least a $3\times$ reduction in the proof size compared to
specialized protocols and up to a $6\times$ speedup in proving time over a
general-purpose ZKML framework.","['Bing-Jyue Chen', 'Lilia Tang', 'Daniel Kang']",2025-07-09 17:03:21+00:00,2025-07-09 17:03:21+00:00,http://arxiv.org/pdf/2507.07031v1,cs.CR,"['cs.CR', 'cs.LG']"
Exploring Fairness Interventions in Open Source Projects,"The deployment of biased machine learning (ML) models has resulted in adverse
effects in crucial sectors such as criminal justice and healthcare. To address
these challenges, a diverse range of machine learning fairness interventions
have been developed, aiming to mitigate bias and promote the creation of more
equitable models. Despite the growing availability of these interventions,
their adoption in real-world applications remains limited, with many
practitioners unaware of their existence. To address this gap, we
systematically identified and compiled a dataset of 62 open source fairness
interventions and identified active ones. We conducted an in-depth analysis of
their specifications and features to uncover considerations that may drive
practitioner preference and to identify the software interventions actively
maintained in the open source ecosystem. Our findings indicate that 32% of
these interventions have been actively maintained within the past year, and 50%
of them offer both bias detection and mitigation capabilities, mostly during
inprocessing.","['Sadia Afrin Mim', 'Fatema Tuz Zohra', 'Justin Smith', 'Brittany Johnson']",2025-07-09 16:57:59+00:00,2025-07-09 16:57:59+00:00,http://arxiv.org/pdf/2507.07026v1,cs.SE,['cs.SE']
"The Post Science Paradigm of Scientific Discovery in the Era of Artificial Intelligence: Modelling the Collapse of Ideation Costs, Epistemic Inversion, and the End of Knowledge Scarcity","This paper develops a theoretical and formal response to the collapse in the
marginal cost of ideation caused by artificial intelligence (AI). In
challenging the foundational assumption of knowledge scarcity, the paper argues
that the key economic constraint is no longer the generation of ideas, but the
alignment of ideation with the recursive structure of human needs. Building on
previous work, we further develop Experiential Matrix Theory (EMT), a framework
that models innovation as a recursive optimisation process in which alignment,
rather than ideation, becomes the binding constraint. Accordingly, we formalise
core mechanisms of EMT and apply it to the dynamics of ideation collapse and
institutional realignment under AI. Using a series of defensible economic
models, we show that in this post-scarcity paradigm, the creation of economic
and social value increasingly accrues to roles that guide, interpret, and
socially embed ideation, rather than to those that merely generate new ideas.
The paper theorises a transition from a knowledge economy to an alignment
economy, and derives policy implications for labor hierarchies, subsidy
structures, and institutional design. The university, in this context, must
invert its function from knowledge transmission to epistemic alignment. The
paper concludes by reframing growth not as a function of knowledge
accumulation, but of how well society aligns its expanding cognitive capacity
with the frontier of experiential human value. This redefinition of the
innovation constraint implies a transformation of growth theory, policy design,
and institutional purpose in the AI era.",['Christian William Callaghan'],2025-07-09 16:47:09+00:00,2025-07-09 16:47:09+00:00,http://arxiv.org/pdf/2507.07019v1,econ.GN,"['econ.GN', 'q-fin.EC']"
On-Device Training of PV Power Forecasting Models in a Smart Meter for Grid Edge Intelligence,"In this paper, an edge-side model training study is conducted on a
resource-limited smart meter. The motivation of grid-edge intelligence and the
concept of on-device training are introduced. Then, the technical preparation
steps for on-device training are described. A case study on the task of
photovoltaic power forecasting is presented, where two representative machine
learning models are investigated: a gradient boosting tree model and a
recurrent neural network model. To adapt to the resource-limited situation in
the smart meter, ""mixed""- and ""reduced""-precision training schemes are also
devised. Experiment results demonstrate the feasibility of economically
achieving grid-edge intelligence via the existing advanced metering
infrastructures.","['Jian Huang', 'Yongli Zhu', 'Linna Xu', 'Zhe Zheng', 'Wenpeng Cui', 'Mingyang Sun']",2025-07-09 16:45:33+00:00,2025-07-09 16:45:33+00:00,http://arxiv.org/pdf/2507.07016v1,cs.LG,"['cs.LG', 'eess.SP']"
MST-Distill: Mixture of Specialized Teachers for Cross-Modal Knowledge Distillation,"Knowledge distillation as an efficient knowledge transfer technique, has
achieved remarkable success in unimodal scenarios. However, in cross-modal
settings, conventional distillation methods encounter significant challenges
due to data and statistical heterogeneities, failing to leverage the
complementary prior knowledge embedded in cross-modal teacher models. This
paper empirically reveals two critical issues in existing approaches:
distillation path selection and knowledge drift. To address these limitations,
we propose MST-Distill, a novel cross-modal knowledge distillation framework
featuring a mixture of specialized teachers. Our approach employs a diverse
ensemble of teacher models across both cross-modal and multimodal
configurations, integrated with an instance-level routing network that
facilitates adaptive and dynamic distillation. This architecture effectively
transcends the constraints of traditional methods that rely on monotonous and
static teacher models. Additionally, we introduce a plug-in masking module,
independently trained to suppress modality-specific discrepancies and
reconstruct teacher representations, thereby mitigating knowledge drift and
enhancing transfer effectiveness. Extensive experiments across five diverse
multimodal datasets, spanning visual, audio, and text, demonstrate that our
method significantly outperforms existing state-of-the-art knowledge
distillation methods in cross-modal distillation tasks. The source code is
available at https://github.com/Gray-OREO/MST-Distill.","['Hui Li', 'Pengfei Yang', 'Juanyang Chen', 'Le Dong', 'Yanxin Chen', 'Quan Wang']",2025-07-09 16:45:28+00:00,2025-07-09 16:45:28+00:00,http://arxiv.org/pdf/2507.07015v1,cs.CV,"['cs.CV', 'cs.LG', 'cs.MM']"
When Context Is Not Enough: Modeling Unexplained Variability in Car-Following Behavior,"Modeling car-following behavior is fundamental to microscopic traffic
simulation, yet traditional deterministic models often fail to capture the full
extent of variability and unpredictability in human driving. While many modern
approaches incorporate context-aware inputs (e.g., spacing, speed, relative
speed), they frequently overlook structured stochasticity that arises from
latent driver intentions, perception errors, and memory effects -- factors that
are not directly observable from context alone. To fill the gap, this study
introduces an interpretable stochastic modeling framework that captures not
only context-dependent dynamics but also residual variability beyond what
context can explain. Leveraging deep neural networks integrated with
nonstationary Gaussian processes (GPs), our model employs a scenario-adaptive
Gibbs kernel to learn dynamic temporal correlations in acceleration decisions,
where the strength and duration of correlations between acceleration decisions
evolve with the driving context. This formulation enables a principled,
data-driven quantification of uncertainty in acceleration, speed, and spacing,
grounded in both observable context and latent behavioral variability.
Comprehensive experiments on the naturalistic vehicle trajectory dataset
collected from the German highway, i.e., the HighD dataset, demonstrate that
the proposed stochastic simulation method within this framework surpasses
conventional methods in both predictive performance and interpretable
uncertainty quantification. The integration of interpretability and accuracy
makes this framework a promising tool for traffic analysis and safety-critical
applications.","['Chengyuan Zhang', 'Zhengbing He', 'Cathy Wu', 'Lijun Sun']",2025-07-09 16:42:41+00:00,2025-07-09 16:42:41+00:00,http://arxiv.org/pdf/2507.07012v1,stat.AP,"['stat.AP', 'cs.LG', 'cs.RO']"
Exact Evaluation of the Accuracy of Diffusion Models for Inverse Problems with Gaussian Data Distributions,"Used as priors for Bayesian inverse problems, diffusion models have recently
attracted considerable attention in the literature. Their flexibility and high
variance enable them to generate multiple solutions for a given task, such as
inpainting, super-resolution, and deblurring. However, several unresolved
questions remain about how well they perform. In this article, we investigate
the accuracy of these models when applied to a Gaussian data distribution for
deblurring. Within this constrained context, we are able to precisely analyze
the discrepancy between the theoretical resolution of inverse problems and
their resolution obtained using diffusion models by computing the exact
Wasserstein distance between the distribution of the diffusion model sampler
and the ideal distribution of solutions to the inverse problem. Our findings
allow for the comparison of different algorithms from the literature.","['Emile Pierret', 'Bruno Galerne']",2025-07-09 16:36:51+00:00,2025-07-09 16:36:51+00:00,http://arxiv.org/pdf/2507.07008v1,cs.LG,['cs.LG']
GNN-ViTCap: GNN-Enhanced Multiple Instance Learning with Vision Transformers for Whole Slide Image Classification and Captioning,"Microscopic assessment of histopathology images is vital for accurate cancer
diagnosis and treatment. Whole Slide Image (WSI) classification and captioning
have become crucial tasks in computer-aided pathology. However, microscopic WSI
face challenges such as redundant patches and unknown patch positions due to
subjective pathologist captures. Moreover, generating automatic pathology
captions remains a significant challenge. To address these issues, we introduce
a novel GNN-ViTCap framework for classification and caption generation from
histopathological microscopic images. First, a visual feature extractor
generates patch embeddings. Redundant patches are then removed by dynamically
clustering these embeddings using deep embedded clustering and selecting
representative patches via a scalar dot attention mechanism. We build a graph
by connecting each node to its nearest neighbors in the similarity matrix and
apply a graph neural network to capture both local and global context. The
aggregated image embeddings are projected into the language model's input space
through a linear layer and combined with caption tokens to fine-tune a large
language model. We validate our method on the BreakHis and PatchGastric
datasets. GNN-ViTCap achieves an F1 score of 0.934 and an AUC of 0.963 for
classification, along with a BLEU-4 score of 0.811 and a METEOR score of 0.569
for captioning. Experimental results demonstrate that GNN-ViTCap outperforms
state of the art approaches, offering a reliable and efficient solution for
microscopy based patient diagnosis.","['S M Taslim Uddin Raju', 'Md. Milon Islam', 'Md Rezwanul Haque', 'Hamdi Altaheri', 'Fakhri Karray']",2025-07-09 16:35:21+00:00,2025-07-09 16:35:21+00:00,http://arxiv.org/pdf/2507.07006v1,cs.CV,"['cs.CV', 'cs.LG']"
"Learning Deliberately, Acting Intuitively: Unlocking Test-Time Reasoning in Multimodal LLMs","Reasoning is a key capability for large language models (LLMs), particularly
when applied to complex tasks such as mathematical problem solving. However,
multimodal reasoning research still requires further exploration of modality
alignment and training costs. Many of these approaches rely on additional data
annotation and relevant rule-based rewards to enhance the understanding and
reasoning ability, which significantly increases training costs and limits
scalability. To address these challenges, we propose the
Deliberate-to-Intuitive reasoning framework (D2I) that improves the
understanding and reasoning ability of multimodal LLMs (MLLMs) without extra
annotations and complex rewards. Specifically, our method sets deliberate
reasoning strategies to enhance modality alignment only through the rule-based
format reward during training. While evaluating, the reasoning style shifts to
intuitive, which removes deliberate reasoning strategies during training and
implicitly reflects the model's acquired abilities in the response. D2I
outperforms baselines across both in-domain and out-of-domain benchmarks. Our
findings highlight the role of format reward in fostering transferable
reasoning skills in MLLMs, and inspire directions for decoupling training-time
reasoning depth from test-time response flexibility.","['Yahan Yu', 'Yuyang Dong', 'Masafumi Oyamada']",2025-07-09 16:25:44+00:00,2025-07-09 16:25:44+00:00,http://arxiv.org/pdf/2507.06999v1,cs.CV,"['cs.CV', 'cs.CL', 'cs.LG']"
Federated Learning-based MARL for Strengthening Physical-Layer Security in B5G Networks,"This paper explores the application of a federated learning-based multi-agent
reinforcement learning (MARL) strategy to enhance physical-layer security (PLS)
in a multi-cellular network within the context of beyond 5G networks. At each
cell, a base station (BS) operates as a deep reinforcement learning (DRL) agent
that interacts with the surrounding environment to maximize the secrecy rate of
legitimate users in the presence of an eavesdropper. This eavesdropper attempts
to intercept the confidential information shared between the BS and its
authorized users. The DRL agents are deemed to be federated since they only
share their network parameters with a central server and not the private data
of their legitimate users. Two DRL approaches, deep Q-network (DQN) and
Reinforce deep policy gradient (RDPG), are explored and compared. The results
demonstrate that RDPG converges more rapidly than DQN. In addition, we
demonstrate that the proposed method outperforms the distributed DRL approach.
Furthermore, the outcomes illustrate the trade-off between security and
complexity.","['Deemah H. Tashman', 'Soumaya Cherkaoui', 'Walaa Hamouda']",2025-07-09 16:24:15+00:00,2025-07-09 16:24:15+00:00,http://arxiv.org/pdf/2507.06997v1,eess.SP,"['eess.SP', 'cs.ET', 'cs.LG', 'cs.NI']"
Generating Multi-Table Time Series EHR from Latent Space with Minimal Preprocessing,"Electronic Health Records (EHR) are time-series relational databases that
record patient interactions and medical events over time, serving as a critical
resource for healthcare research and applications. However, privacy concerns
and regulatory restrictions limit the sharing and utilization of such sensitive
data, necessitating the generation of synthetic EHR datasets. Unlike previous
EHR synthesis methods, which typically generate medical records consisting of
expert-chosen features (e.g. a few vital signs or structured codes only), we
introduce RawMed, the first framework to synthesize multi-table, time-series
EHR data that closely resembles raw EHRs. Using text-based representation and
compression techniques, RawMed captures complex structures and temporal
dynamics with minimal preprocessing. We also propose a new evaluation framework
for multi-table time-series synthetic EHRs, assessing distributional
similarity, inter-table relationships, temporal dynamics, and privacy.
Validated on two open-source EHR datasets, RawMed outperforms baseline models
in fidelity and utility. The code is available at
https://github.com/eunbyeol-cho/RawMed.","['Eunbyeol Cho', 'Jiyoun Kim', 'Minjae Lee', 'Sungjin Park', 'Edward Choi']",2025-07-09 16:22:22+00:00,2025-07-09 16:22:22+00:00,http://arxiv.org/pdf/2507.06996v1,cs.LG,"['cs.LG', 'cs.AI']"
Enhancing Quantum Software Development Process with Experiment Tracking,"As quantum computing advances from theoretical promise to experimental
reality, the need for rigorous experiment tracking becomes critical. Drawing
inspiration from best practices in machine learning (ML) and artificial
intelligence (AI), we argue that reproducibility, scalability, and
collaboration in quantum research can benefit significantly from structured
tracking workflows. This paper explores the application of MLflow in quantum
research, illustrating how it enables better development practices, experiment
reproducibility, decision making, and cross-domain integration in an
increasingly hybrid classical-quantum landscape.","['Mahee Gamage', 'Otso Kinanen', 'Jake Muff', 'Vlad Stirbu']",2025-07-09 16:14:18+00:00,2025-07-09 16:14:18+00:00,http://arxiv.org/pdf/2507.06990v1,quant-ph,"['quant-ph', 'cs.SE']"
