Title,Summary,Authors,Published,Updated,PDF_URL,Primary_Category,Categories
LIGHTHOUSE: Fast and precise distance to shoreline calculations from anywhere on earth,"We introduce a new dataset and algorithm for fast and efficient coastal
distance calculations from Anywhere on Earth (AoE). Existing global coastal
datasets are only available at coarse resolution (e.g. 1-4 km) which limits
their utility. Publicly available satellite imagery combined with computer
vision enable much higher precision. We provide a global coastline dataset at
10 meter resolution, a 100+ fold improvement in precision over existing data.
To handle the computational challenge of querying at such an increased scale,
we introduce a new library: Layered Iterative Geospatial Hierarchical
Terrain-Oriented Unified Search Engine (Lighthouse). Lighthouse is both
exceptionally fast and resource-efficient, requiring only 1 CPU and 2 GB of RAM
to achieve millisecond online inference, making it well suited for real-time
applications in resource-constrained environments.","['Patrick Beukema', 'Henry Herzog', 'Yawen Zhang', 'Hunter Pitelka', 'Favyen Bastani']",2025-06-23 17:00:34+00:00,2025-06-23 17:00:34+00:00,http://arxiv.org/pdf/2506.18842v1,cs.DB,"['cs.DB', 'cs.CV', 'cs.LG']"
LongWriter-Zero: Mastering Ultra-Long Text Generation via Reinforcement Learning,"Ultra-long generation by large language models (LLMs) is a widely demanded
scenario, yet it remains a significant challenge due to their maximum
generation length limit and overall quality degradation as sequence length
increases. Previous approaches, exemplified by LongWriter, typically rely on
''teaching'', which involves supervised fine-tuning (SFT) on synthetic
long-form outputs. However, this strategy heavily depends on synthetic SFT
data, which is difficult and costly to construct, often lacks coherence and
consistency, and tends to be overly artificial and structurally monotonous. In
this work, we propose an incentivization-based approach that, starting entirely
from scratch and without relying on any annotated or synthetic data, leverages
reinforcement learning (RL) to foster the emergence of ultra-long, high-quality
text generation capabilities in LLMs. We perform RL training starting from a
base model, similar to R1-Zero, guiding it to engage in reasoning that
facilitates planning and refinement during the writing process. To support
this, we employ specialized reward models that steer the LLM towards improved
length control, writing quality, and structural formatting. Experimental
evaluations show that our LongWriter-Zero model, trained from Qwen2.5-32B,
consistently outperforms traditional SFT methods on long-form writing tasks,
achieving state-of-the-art results across all metrics on WritingBench and
Arena-Write, and even surpassing 100B+ models such as DeepSeek R1 and
Qwen3-235B. We open-source our data and model checkpoints under
https://huggingface.co/THU-KEG/LongWriter-Zero-32B","['Yuhao Wu', 'Yushi Bai', 'Zhiqiang Hu', 'Roy Ka-Wei Lee', 'Juanzi Li']",2025-06-23 16:59:02+00:00,2025-06-23 16:59:02+00:00,http://arxiv.org/pdf/2506.18841v1,cs.CL,"['cs.CL', 'cs.AI', 'cs.LG']"
Multi-Agent Online Control with Adversarial Disturbances,"Multi-agent control problems involving a large number of agents with
competing and time-varying objectives are increasingly prevalent in
applications across robotics, economics, and energy systems. In this paper, we
study online control in multi-agent linear dynamical systems with disturbances.
In contrast to most prior work in multi-agent control, we consider an online
setting where disturbances are adversarial and where each agent seeks to
minimize its own, adversarial sequence of convex losses. In this setting, we
investigate the robustness of gradient-based controllers from single-agent
online control, with a particular focus on understanding how individual regret
guarantees are influenced by the number of agents in the system. Under minimal
communication assumptions, we prove near-optimal sublinear regret bounds that
hold uniformly for all agents. Finally, when the objectives of the agents are
aligned, we show that the multi-agent control problem induces a time-varying
potential game for which we derive equilibrium gap guarantees.","['Anas Barakat', 'John Lazarsfeld', 'Georgios Piliouras', 'Antonios Varvitsiotis']",2025-06-23 16:24:31+00:00,2025-06-23 16:24:31+00:00,http://arxiv.org/pdf/2506.18814v1,cs.LG,"['cs.LG', 'cs.GT', 'math.OC']"
Learning Physical Systems: Symplectification via Gauge Fixing in Dirac Structures,"Physics-informed deep learning has achieved remarkable progress by embedding
geometric priors, such as Hamiltonian symmetries and variational principles,
into neural networks, enabling structure-preserving models that extrapolate
with high accuracy. However, in systems with dissipation and holonomic
constraints, ubiquitous in legged locomotion and multibody robotics, the
canonical symplectic form becomes degenerate, undermining the very invariants
that guarantee stability and long-term prediction. In this work, we tackle this
foundational limitation by introducing Presymplectification Networks (PSNs),
the first framework to learn the symplectification lift via Dirac structures,
restoring a non-degenerate symplectic geometry by embedding constrained systems
into a higher-dimensional manifold. Our architecture combines a recurrent
encoder with a flow-matching objective to learn the augmented phase-space
dynamics end-to-end. We then attach a lightweight Symplectic Network (SympNet)
to forecast constrained trajectories while preserving energy, momentum, and
constraint satisfaction. We demonstrate our method on the dynamics of the
ANYmal quadruped robot, a challenging contact-rich, multibody system. To the
best of our knowledge, this is the first framework that effectively bridges the
gap between constrained, dissipative mechanical systems and symplectic
learning, unlocking a whole new class of geometric machine learning models,
grounded in first principles yet adaptable from data.","['Aristotelis Papatheodorou', 'Pranav Vaidhyanathan', 'Natalia Ares', 'Ioannis Havoutis']",2025-06-23 16:23:37+00:00,2025-06-23 16:23:37+00:00,http://arxiv.org/pdf/2506.18812v1,cs.RO,"['cs.RO', 'cs.LG']"
"Trans-dimensional Hamiltonian model selection and parameter estimation from sparse, noisy data","High-throughput characterization often requires estimating parameters and
model dimension from experimental data of limited quantity and quality. Such
data may result in an ill-posed inverse problem, where multiple sets of
parameters and model dimensions are consistent with available data. This
ill-posed regime may render traditional machine learning and deterministic
methods unreliable or intractable, particularly in high-dimensional, nonlinear,
and mixed continuous and discrete parameter spaces. To address these
challenges, we present a Bayesian framework that hybridizes several Markov
chain Monte Carlo (MCMC) sampling techniques to estimate both parameters and
model dimension from sparse, noisy data. By integrating sampling for mixed
continuous and discrete parameter spaces, reversible-jump MCMC to estimate
model dimension, and parallel tempering to accelerate exploration of complex
posteriors, our approach enables principled parameter estimation and model
selection in data-limited regimes. We apply our framework to a specific
ill-posed problem in quantum information science: recovering the locations and
hyperfine couplings of nuclear spins surrounding a spin-defect in a
semiconductor from sparse, noisy coherence data. We show that a hybridized MCMC
method can recover meaningful posterior distributions over physical parameters
using an order of magnitude less data than existing approaches, and we validate
our results on experimental measurements. More generally, our work provides a
flexible, extensible strategy for solving a broad class of ill-posed inverse
problems under realistic experimental constraints.","['Abigail N. Poteshman', 'Jiwon Yun', 'Tim H. Taminiau', 'Giulia Galli']",2025-06-23 16:07:20+00:00,2025-06-23 16:07:20+00:00,http://arxiv.org/pdf/2506.18802v1,quant-ph,['quant-ph']
A Multi-view Divergence-Convergence Feature Augmentation Framework for Drug-related Microbes Prediction,"In the study of drug function and precision medicine, identifying new
drug-microbe associations is crucial. However, current methods isolate
association and similarity analysis of drug and microbe, lacking effective
inter-view optimization and coordinated multi-view feature fusion. In our
study, a multi-view Divergence-Convergence Feature Augmentation framework for
Drug-related Microbes Prediction (DCFA_DMP) is proposed, to better learn and
integrate association information and similarity information. In the divergence
phase, DCFA_DMP strengthens the complementarity and diversity between
heterogeneous information and similarity information by performing Adversarial
Learning method between the association network view and different similarity
views, optimizing the feature space. In the convergence phase, a novel
Bidirectional Synergistic Attention Mechanism is proposed to deeply synergize
the complementary features between different views, achieving a deep fusion of
the feature space. Moreover, Transformer graph learning is alternately applied
on the drug-microbe heterogeneous graph, enabling each drug or microbe node to
focus on the most relevant nodes. Numerous experiments demonstrate DCFA_DMP's
significant performance in predicting drug-microbe associations. It also proves
effectiveness in predicting associations for new drugs and microbes in cold
start experiments, further confirming its stability and reliability in
predicting potential drug-microbe associations.","['Xin An', 'Ruijie Li', 'Qiao Ning', 'Shikai Guo', 'Hui Li', 'Qian Ma']",2025-06-23 16:03:46+00:00,2025-06-23 16:03:46+00:00,http://arxiv.org/pdf/2506.18797v1,cs.LG,['cs.LG']
Context-Aware CodeLLM Eviction for AI-assisted Coding,"AI-assisted coding tools powered by Code Large Language Models (CodeLLMs) are
increasingly integrated into modern software development workflows. To address
concerns around privacy, latency, and model customization, many enterprises opt
to self-host these models. However, the diversity and growing number of
CodeLLMs, coupled with limited accelerator memory, introduce practical
challenges in model management and serving efficiency. This paper presents
CACE, a novel context-aware model eviction strategy designed specifically to
optimize self-hosted CodeLLM serving under resource constraints. Unlike
traditional eviction strategies based solely on recency (e.g., Least Recently
Used), CACE leverages multiple context-aware factors, including model load
time, task-specific latency sensitivity, expected output length, and recent
usage and future demand tracked through a sliding window. We evaluate CACE
using realistic workloads that include both latency-sensitive code completion
and throughput-intensive code reasoning tasks. Our experiments show that CACE
reduces Time-to-First-Token (TTFT) and end-to-end (E2E) latency, while
significantly lowering the number of model evictions compared to
state-of-the-art systems. Ablation studies further demonstrate the importance
of multi-factor eviction in balancing responsiveness and resource efficiency.
This work contributes practical strategies for deploying scalable, low-latency
AI coding assistants in real-world software engineering environments.","['Kishanthan Thangarajah', 'Boyuan Chen', 'Shi Chang', 'Ahmed E. Hassan']",2025-06-23 16:03:32+00:00,2025-06-23 16:03:32+00:00,http://arxiv.org/pdf/2506.18796v1,cs.SE,['cs.SE']
Focus Your Attention: Towards Data-Intuitive Lightweight Vision Transformers,"The evolution of Vision Transformers has led to their widespread adaptation
to different domains. Despite large-scale success, there remain significant
challenges including their reliance on extensive computational and memory
resources for pre-training on huge datasets as well as difficulties in
task-specific transfer learning. These limitations coupled with energy
inefficiencies mainly arise due to the computation-intensive self-attention
mechanism. To address these issues, we propose a novel Super-Pixel Based Patch
Pooling (SPPP) technique that generates context-aware, semantically rich, patch
embeddings to effectively reduce the architectural complexity and improve
efficiency. Additionally, we introduce the Light Latent Attention (LLA) module
in our pipeline by integrating latent tokens into the attention mechanism
allowing cross-attention operations to significantly reduce the time and space
complexity of the attention module. By leveraging the data-intuitive patch
embeddings coupled with dynamic positional encodings, our approach adaptively
modulates the cross-attention process to focus on informative regions while
maintaining the global semantic structure. This targeted attention improves
training efficiency and accelerates convergence. Notably, the SPPP module is
lightweight and can be easily integrated into existing transformer
architectures. Extensive experiments demonstrate that our proposed architecture
provides significant improvements in terms of computational efficiency while
achieving comparable results with the state-of-the-art approaches, highlighting
its potential for energy-efficient transformers suitable for edge deployment.
(The code is available on our GitHub repository:
https://github.com/zser092/Focused-Attention-ViT).","['Suyash Gaurav', 'Muhammad Farhan Humayun', 'Jukka Heikkonen', 'Jatin Chaudhary']",2025-06-23 16:00:57+00:00,2025-06-23 16:00:57+00:00,http://arxiv.org/pdf/2506.18791v1,cs.CV,"['cs.CV', 'cs.LG']"
Shift Happens: Mixture of Experts based Continual Adaptation in Federated Learning,"Federated Learning (FL) enables collaborative model training across
decentralized clients without sharing raw data, yet faces significant
challenges in real-world settings where client data distributions evolve
dynamically over time. This paper tackles the critical problem of covariate and
label shifts in streaming FL environments, where non-stationary data
distributions degrade model performance and require adaptive middleware
solutions. We introduce ShiftEx, a shift-aware mixture of experts framework
that dynamically creates and trains specialized global models in response to
detected distribution shifts using Maximum Mean Discrepancy for covariate
shifts. The framework employs a latent memory mechanism for expert reuse and
implements facility location-based optimization to jointly minimize covariate
mismatch, expert creation costs, and label imbalance. Through theoretical
analysis and comprehensive experiments on benchmark datasets, we demonstrate
5.5-12.9 percentage point accuracy improvements and 22-95 % faster adaptation
compared to state-of-the-art FL baselines across diverse shift scenarios. The
proposed approach offers a scalable, privacy-preserving middleware solution for
FL systems operating in non-stationary, real-world conditions while minimizing
communication and computational overhead.","['Rahul Atul Bhope', 'K. R. Jayaram', 'Praveen Venkateswaran', 'Nalini Venkatasubramanian']",2025-06-23 15:59:21+00:00,2025-06-23 15:59:21+00:00,http://arxiv.org/pdf/2506.18789v1,cs.LG,"['cs.LG', 'cs.AI']"
Flow-Aware Diffusion for Real-Time VR Restoration: Enhancing Spatiotemporal Coherence and Efficiency,"Cybersickness remains a critical barrier to the widespread adoption of
Virtual Reality (VR), particularly in scenarios involving intense or artificial
motion cues. Among the key contributors is excessive optical flow-perceived
visual motion that, when unmatched by vestibular input, leads to sensory
conflict and discomfort. While previous efforts have explored geometric or
hardware based mitigation strategies, such methods often rely on predefined
scene structures, manual tuning, or intrusive equipment. In this work, we
propose U-MAD, a lightweight, real-time, AI-based solution that suppresses
perceptually disruptive optical flow directly at the image level. Unlike prior
handcrafted approaches, this method learns to attenuate high-intensity motion
patterns from rendered frames without requiring mesh-level editing or scene
specific adaptation. Designed as a plug and play module, U-MAD integrates
seamlessly into existing VR pipelines and generalizes well to procedurally
generated environments. The experiments show that U-MAD consistently reduces
average optical flow and enhances temporal stability across diverse scenes. A
user study further confirms that reducing visual motion leads to improved
perceptual comfort and alleviated cybersickness symptoms. These findings
demonstrate that perceptually guided modulation of optical flow provides an
effective and scalable approach to creating more user-friendly immersive
experiences. The code will be released at https://github.com/XXXXX (upon
publication).","['Yitong Zhu', 'Guanxuan Jiang', 'Zhuowen Liang', 'Yuyang Wang']",2025-06-23 15:56:33+00:00,2025-06-23 15:56:33+00:00,http://arxiv.org/pdf/2506.18786v1,cs.HC,['cs.HC']
TRIZ Agents: A Multi-Agent LLM Approach for TRIZ-Based Innovation,"TRIZ, the Theory of Inventive Problem Solving, is a structured,
knowledge-based framework for innovation and abstracting problems to find
inventive solutions. However, its application is often limited by the
complexity and deep interdisciplinary knowledge required. Advancements in Large
Language Models (LLMs) have revealed new possibilities for automating parts of
this process. While previous studies have explored single LLMs in TRIZ
applications, this paper introduces a multi-agent approach. We propose an
LLM-based multi-agent system, called TRIZ agents, each with specialized
capabilities and tool access, collaboratively solving inventive problems based
on the TRIZ methodology. This multi-agent system leverages agents with various
domain expertise to efficiently navigate TRIZ steps. The aim is to model and
simulate an inventive process with language agents. We assess the effectiveness
of this team of agents in addressing complex innovation challenges based on a
selected case study in engineering. We demonstrate the potential of agent
collaboration to produce diverse, inventive solutions. This research
contributes to the future of AI-driven innovation, showcasing the advantages of
decentralized problem-solving in complex ideation tasks.","['Kamil Szczepanik', 'Jarosław A. Chudziak']",2025-06-23 15:53:14+00:00,2025-06-23 15:53:14+00:00,http://arxiv.org/pdf/2506.18783v1,cs.AI,"['cs.AI', 'cs.MA', '68T07', 'I.2.11; I.2.7; I.2.8']"
Existing LLMs Are Not Self-Consistent For Simple Tasks,"Large Language Models (LLMs) have grown increasingly powerful, yet ensuring
their decisions remain transparent and trustworthy requires self-consistency --
no contradictions in their internal reasoning. Our study reveals that even on
simple tasks, such as comparing points on a line or a plane, or reasoning in a
family tree, all smaller models are highly inconsistent, and even
state-of-the-art models like DeepSeek-R1 and GPT-o4-mini are not fully
self-consistent. To quantify and mitigate these inconsistencies, we introduce
inconsistency metrics and propose two automated methods -- a graph-based and an
energy-based approach. While these fixes provide partial improvements, they
also highlight the complexity and importance of self-consistency in building
more reliable and interpretable AI. The code and data are available at
https://github.com/scorpio-nova/llm-self-consistency.","['Zhenru Lin', 'Jiawen Tao', 'Yang Yuan', 'Andrew Chi-Chih Yao']",2025-06-23 15:50:21+00:00,2025-06-23 15:50:21+00:00,http://arxiv.org/pdf/2506.18781v1,cs.CL,['cs.CL']
