Title,Summary,Authors,Published,Updated,PDF_URL,Primary_Category,Categories
The Reflexive Integrated Information Unit: A Differentiable Primitive for Artificial Consciousness,"Research on artificial consciousness lacks the equivalent of the perceptron:
a small, trainable module that can be copied, benchmarked, and iteratively
improved. We introduce the Reflexive Integrated Information Unit (RIIU), a
recurrent cell that augments its hidden state $h$ with two additional vectors:
(i) a meta-state $\mu$ that records the cell's own causal footprint, and (ii) a
broadcast buffer $B$ that exposes that footprint to the rest of the network. A
sliding-window covariance and a differentiable Auto-$\Phi$ surrogate let each
RIIU maximize local information integration online. We prove that RIIUs (1) are
end-to-end differentiable, (2) compose additively, and (3) perform
$\Phi$-monotone plasticity under gradient ascent. In an eight-way Grid-world, a
four-layer RIIU agent restores $>90\%$ reward within 13 steps after actuator
failure, twice as fast as a parameter-matched GRU, while maintaining a non-zero
Auto-$\Phi$ signal. By shrinking ""consciousness-like"" computation down to unit
scale, RIIUs turn a philosophical debate into an empirical mathematical
problem.","[""Gnankan Landry Regis N'guessan"", 'Issa Karambal']",2025-06-15 14:07:59+00:00,2025-06-15 14:07:59+00:00,http://arxiv.org/pdf/2506.13825v1,cs.AI,['cs.AI']
Subjective Experience in AI Systems: What Do AI Researchers and the Public Believe?,"We surveyed 582 AI researchers who have published in leading AI venues and
838 nationally representative US participants about their views on the
potential development of AI systems with subjective experience and how such
systems should be treated and governed. When asked to estimate the chances that
such systems will exist on specific dates, the median responses were 1% (AI
researchers) and 5% (public) by 2024, 25% and 30% by 2034, and 70% and 60% by
2100, respectively. The median member of the public thought there was a higher
chance that AI systems with subjective experience would never exist (25%) than
the median AI researcher did (10%). Both groups perceived a need for
multidisciplinary expertise to assess AI subjective experience. Although
support for welfare protections for such AI systems exceeded opposition, it
remained far lower than support for protections for animals or the environment.
Attitudes toward moral and governance issues were divided in both groups,
especially regarding whether such systems should be created and what rights or
protections they should receive. Yet a majority of respondents in both groups
agreed that safeguards against the potential risks from AI systems with
subjective experience should be implemented by AI developers now, and if
created, AI systems with subjective experience should treat others well, behave
ethically, and be held accountable. Overall, these results suggest that both AI
researchers and the public regard the emergence of AI systems with subjective
experience as a possibility this century, though substantial uncertainty and
disagreement remain about the timeline and appropriate response.","['Noemi Dreksler', 'Lucius Caviola', 'David Chalmers', 'Carter Allen', 'Alex Rand', 'Joshua Lewis', 'Philip Waggoner', 'Kate Mays', 'Jeff Sebo']",2025-06-13 16:53:28+00:00,2025-06-13 16:53:28+00:00,http://arxiv.org/pdf/2506.11945v1,cs.CY,"['cs.CY', 'cs.AI']"
Large Language Model-Powered Conversational Agent Delivering Problem-Solving Therapy (PST) for Family Caregivers: Enhancing Empathy and Therapeutic Alliance Using In-Context Learning,"Family caregivers often face substantial mental health challenges due to
their multifaceted roles and limited resources. This study explored the
potential of a large language model (LLM)-powered conversational agent to
deliver evidence-based mental health support for caregivers, specifically
Problem-Solving Therapy (PST) integrated with Motivational Interviewing (MI)
and Behavioral Chain Analysis (BCA). A within-subject experiment was conducted
with 28 caregivers interacting with four LLM configurations to evaluate empathy
and therapeutic alliance. The best-performing models incorporated Few-Shot and
Retrieval-Augmented Generation (RAG) prompting techniques, alongside
clinician-curated examples. The models showed improved contextual understanding
and personalized support, as reflected by qualitative responses and
quantitative ratings on perceived empathy and therapeutic alliances.
Participants valued the model's ability to validate emotions, explore
unexpressed feelings, and provide actionable strategies. However, balancing
thorough assessment with efficient advice delivery remains a challenge. This
work highlights the potential of LLMs in delivering empathetic and tailored
support for family caregivers.","['Liying Wang', 'Ph. D.', 'Daffodil Carrington', 'M. S.', 'Daniil Filienko', 'M. S.', 'Caroline El Jazmi', 'M. S.', 'Serena Jinchen Xie', 'M. S.', 'Martine De Cock', 'Ph. D.', 'Sarah Iribarren', 'Ph. D.', 'Weichao Yuwen', 'Ph. D']",2025-06-13 00:47:57+00:00,2025-06-13 00:47:57+00:00,http://arxiv.org/pdf/2506.11376v1,cs.AI,"['cs.AI', 'cs.CL', 'cs.HC']"
CogniPair: From LLM Chatbots to Conscious AI Agents -- GNWT-Based Multi-Agent Digital Twins for Social Pairing -- Dating & Hiring Applications,"Current large language model (LLM) agents lack authentic human psychological
processes necessary for genuine digital twins and social AI applications. To
address this limitation, we present a computational implementation of Global
Workspace Theory (GNWT) that integrates human cognitive architecture principles
into LLM agents, creating specialized sub-agents for emotion, memory, social
norms, planning, and goal-tracking coordinated through a global workspace
mechanism. However, authentic digital twins require accurate personality
initialization. We therefore develop a novel adventure-based personality test
that evaluates true personality through behavioral choices within interactive
scenarios, bypassing self-presentation bias found in traditional assessments.
Building on these innovations, our CogniPair platform enables digital twins to
engage in realistic simulated dating interactions and job interviews before
real encounters, providing bidirectional cultural fit assessment for both
romantic compatibility and workplace matching. Validation using 551 GNWT-Agents
and Columbia University Speed Dating dataset demonstrates 72% correlation with
human attraction patterns, 77.8% match prediction accuracy, and 74% agreement
in human validation studies. This work advances psychological authenticity in
LLM agents and establishes a foundation for intelligent dating platforms and HR
technology solutions.","['Wanghao Ye', 'Sihan Chen', 'Yiting Wang', 'Shwai He', 'Bowei Tian', 'Guoheng Sun', 'Ziyi Wang', 'Ziyao Wang', 'Yexiao He', 'Zheyu Shen', 'Meng Liu', 'Yuning Zhang', 'Meng Feng', 'Yang Wang', 'Siyuan Peng', 'Yilong Dai', 'Zhenle Duan', 'Hanzhang Qin', 'Ang Li']",2025-06-04 03:54:30+00:00,2025-06-04 03:54:30+00:00,http://arxiv.org/pdf/2506.03543v1,cs.AI,"['cs.AI', 'cs.CY', 'cs.MA']"
MELT: Towards Automated Multimodal Emotion Data Annotation by Leveraging LLM Embedded Knowledge,"Although speech emotion recognition (SER) has advanced significantly with
deep learning, annotation remains a major hurdle. Human annotation is not only
costly but also subject to inconsistencies annotators often have different
preferences and may lack the necessary contextual knowledge, which can lead to
varied and inaccurate labels. Meanwhile, Large Language Models (LLMs) have
emerged as a scalable alternative for annotating text data. However, the
potential of LLMs to perform emotional speech data annotation without human
supervision has yet to be thoroughly investigated. To address these problems,
we apply GPT-4o to annotate a multimodal dataset collected from the sitcom
Friends, using only textual cues as inputs. By crafting structured text
prompts, our methodology capitalizes on the knowledge GPT-4o has accumulated
during its training, showcasing that it can generate accurate and contextually
relevant annotations without direct access to multimodal inputs. Therefore, we
propose MELT, a multimodal emotion dataset fully annotated by GPT-4o. We
demonstrate the effectiveness of MELT by fine-tuning four self-supervised
learning (SSL) backbones and assessing speech emotion recognition performance
across emotion datasets. Additionally, our subjective experiments\' results
demonstrate a consistence performance improvement on SER.","['Xin Jing', 'Jiadong Wang', 'Iosif Tsangko', 'Andreas Triantafyllopoulos', 'Björn W. Schuller']",2025-05-30 11:45:36+00:00,2025-05-30 11:45:36+00:00,http://arxiv.org/pdf/2505.24493v1,cs.AI,"['cs.AI', 'cs.SD', 'eess.AS']"
"Effort-aware Fairness: Incorporating a Philosophy-informed, Human-centered Notion of Effort into Algorithmic Fairness Metrics","Although popularized AI fairness metrics, e.g., demographic parity, have
uncovered bias in AI-assisted decision-making outcomes, they do not consider
how much effort one has spent to get to where one is today in the input feature
space. However, the notion of effort is important in how Philosophy and humans
understand fairness. We propose a philosophy-informed way to conceptualize and
evaluate Effort-aware Fairness (EaF) based on the concept of Force, or temporal
trajectory of predictive features coupled with inertia. In addition to our
theoretical formulation of EaF metrics, our empirical contributions include: 1/
a pre-registered human subjects experiment, which demonstrates that for both
stages of the (individual) fairness evaluation process, people consider the
temporal trajectory of a predictive feature more than its aggregate value; 2/
pipelines to compute Effort-aware Individual/Group Fairness in the criminal
justice and personal finance contexts. Our work may enable AI model auditors to
uncover and potentially correct unfair decisions against individuals who spent
significant efforts to improve but are still stuck with systemic/early-life
disadvantages outside their control.","['Tin Nguyen', 'Jiannan Xu', 'Zora Che', 'Phuong-Anh Nguyen-Le', 'Rushil Dandamudi', 'Donald Braman', 'Furong Huang', 'Hal Daumé III', 'Zubin Jelveh']",2025-05-25 21:07:13+00:00,2025-05-25 21:07:13+00:00,http://arxiv.org/pdf/2505.19317v1,cs.AI,"['cs.AI', 'cs.CY', 'cs.HC', 'cs.LG']"
MPE-TTS: Customized Emotion Zero-Shot Text-To-Speech Using Multi-Modal Prompt,"Most existing Zero-Shot Text-To-Speech(ZS-TTS) systems generate the unseen
speech based on single prompt, such as reference speech or text descriptions,
which limits their flexibility. We propose a customized emotion ZS-TTS system
based on multi-modal prompt. The system disentangles speech into the content,
timbre, emotion and prosody, allowing emotion prompts to be provided as text,
image or speech. To extract emotion information from different prompts, we
propose a multi-modal prompt emotion encoder. Additionally, we introduce an
prosody predictor to fit the distribution of prosody and propose an emotion
consistency loss to preserve emotion information in the predicted prosody. A
diffusion-based acoustic model is employed to generate the target
mel-spectrogram. Both objective and subjective experiments demonstrate that our
system outperforms existing systems in terms of naturalness and similarity. The
samples are available at https://mpetts-demo.github.io/mpetts_demo/.","['Zhichao Wu', 'Yueteng Kang', 'Songjun Cao', 'Long Ma', 'Qiulin Li', 'Qun Yang']",2025-05-24 01:26:02+00:00,2025-05-24 01:26:02+00:00,http://arxiv.org/pdf/2505.18453v1,cs.SD,"['cs.SD', 'cs.AI', 'eess.AS']"
Interactional Fairness in LLM Multi-Agent Systems: An Evaluation Framework,"As large language models (LLMs) are increasingly used in multi-agent systems,
questions of fairness should extend beyond resource distribution and procedural
design to include the fairness of how agents communicate. Drawing from
organizational psychology, we introduce a novel framework for evaluating
Interactional fairness encompassing Interpersonal fairness (IF) and
Informational fairness (InfF) in LLM-based multi-agent systems (LLM-MAS). We
extend the theoretical grounding of Interactional Fairness to non-sentient
agents, reframing fairness as a socially interpretable signal rather than a
subjective experience. We then adapt established tools from organizational
justice research, including Colquitt's Organizational Justice Scale and the
Critical Incident Technique, to measure fairness as a behavioral property of
agent interaction. We validate our framework through a pilot study using
controlled simulations of a resource negotiation task. We systematically
manipulate tone, explanation quality, outcome inequality, and task framing
(collaborative vs. competitive) to assess how IF influences agent behavior.
Results show that tone and justification quality significantly affect
acceptance decisions even when objective outcomes are held constant. In
addition, the influence of IF vs. InfF varies with context. This work lays the
foundation for fairness auditing and norm-sensitive alignment in LLM-MAS.",['Ruta Binkyte'],2025-05-17 13:24:13+00:00,2025-05-17 13:24:13+00:00,http://arxiv.org/pdf/2505.12001v1,cs.AI,"['cs.AI', 'cs.MA']"
Qualia Optimization,"This report explores the speculative question: what if current or future AI
systems have qualia, such as pain or pleasure? It does so by assuming that AI
systems might someday possess qualia -- and that the quality of these
subjective experiences should be considered alongside performance metrics.
Concrete mathematical problem settings, inspired by reinforcement learning
formulations and theories from philosophy of mind, are then proposed and
initial approaches and properties are presented. These properties enable
refinement of the problem setting, culminating with the proposal of methods
that promote reinforcement.",['Philip S. Thomas'],2025-05-16 01:34:03+00:00,2025-05-16 01:34:03+00:00,http://arxiv.org/pdf/2505.10779v1,cs.AI,['cs.AI']
Which Demographic Features Are Relevant for Individual Fairness Evaluation of U.S. Recidivism Risk Assessment Tools?,"Despite its constitutional relevance, the technical ``individual fairness''
criterion has not been operationalized in U.S. state or federal
statutes/regulations. We conduct a human subjects experiment to address this
gap, evaluating which demographic features are relevant for individual fairness
evaluation of recidivism risk assessment (RRA) tools. Our analyses conclude
that the individual similarity function should consider age and sex, but it
should ignore race.","['Tin Trung Nguyen', 'Jiannan Xu', 'Phuong-Anh Nguyen-Le', 'Jonathan Lazar', 'Donald Braman', 'Hal Daumé III', 'Zubin Jelveh']",2025-05-15 00:07:07+00:00,2025-05-26 14:41:08+00:00,http://arxiv.org/pdf/2505.09868v2,cs.CY,"['cs.CY', 'cs.AI', 'cs.HC']"
M3G: Multi-Granular Gesture Generator for Audio-Driven Full-Body Human Motion Synthesis,"Generating full-body human gestures encompassing face, body, hands, and
global movements from audio is a valuable yet challenging task in virtual
avatar creation. Previous systems focused on tokenizing the human gestures
framewisely and predicting the tokens of each frame from the input audio.
However, one observation is that the number of frames required for a complete
expressive human gesture, defined as granularity, varies among different human
gesture patterns. Existing systems fail to model these gesture patterns due to
the fixed granularity of their gesture tokens. To solve this problem, we
propose a novel framework named Multi-Granular Gesture Generator (M3G) for
audio-driven holistic gesture generation. In M3G, we propose a novel
Multi-Granular VQ-VAE (MGVQ-VAE) to tokenize motion patterns and reconstruct
motion sequences from different temporal granularities. Subsequently, we
proposed a multi-granular token predictor that extracts multi-granular
information from audio and predicts the corresponding motion tokens. Then M3G
reconstructs the human gestures from the predicted tokens using the MGVQ-VAE.
Both objective and subjective experiments demonstrate that our proposed M3G
framework outperforms the state-of-the-art methods in terms of generating
natural and expressive full-body human gestures.","['Zhizhuo Yin', 'Yuk Hang Tsui', 'Pan Hui']",2025-05-13 07:16:58+00:00,2025-05-19 14:01:45+00:00,http://arxiv.org/pdf/2505.08293v2,cs.GR,"['cs.GR', 'cs.AI', 'cs.CV', 'cs.SD', 'eess.AS', 'I.3.6']"
Can Third-parties Read Our Emotions?,"Natural Language Processing tasks that aim to infer an author's private
states, e.g., emotions and opinions, from their written text, typically rely on
datasets annotated by third-party annotators. However, the assumption that
third-party annotators can accurately capture authors' private states remains
largely unexamined. In this study, we present human subjects experiments on
emotion recognition tasks that directly compare third-party annotations with
first-party (author-provided) emotion labels. Our findings reveal significant
limitations in third-party annotations-whether provided by human annotators or
large language models (LLMs)-in faithfully representing authors' private
states. However, LLMs outperform human annotators nearly across the board. We
further explore methods to improve third-party annotation quality. We find that
demographic similarity between first-party authors and third-party human
annotators enhances annotation performance. While incorporating first-party
demographic information into prompts leads to a marginal but statistically
significant improvement in LLMs' performance. We introduce a framework for
evaluating the limitations of third-party annotations and call for refined
annotation practices to accurately represent and model authors' private states.","['Jiayi Li', 'Yingfan Zhou', 'Pranav Narayanan Venkit', 'Halima Binte Islam', 'Sneha Arya', 'Shomir Wilson', 'Sarah Rajtmajer']",2025-04-25 19:52:21+00:00,2025-04-25 19:52:21+00:00,http://arxiv.org/pdf/2504.18673v1,cs.CL,['cs.CL']
Structure & Quality: Conceptual and Formal Foundations for the Mind-Body Problem,"This paper explores the hard problem of consciousness from a different
perspective. Instead of drawing distinctions between the physical and the
mental, an exploration of a more foundational relationship is examined: the
relationship between structure and quality.
  Information-theoretic measures are developed to quantify the mutual
determinability between structure and quality, including a novel Q-S space for
analyzing fidelity between the two domains. This novel space naturally points
toward a five-fold categorization of possible relationships between structural
and qualitative properties, illustrating each through conceptual and formal
models.
  The ontological implications of each category are examined, shedding light on
debates around functionalism, emergentism, idealism, panpsychism, and neutral
monism.
  This new line of inquiry has established a framework for deriving theoretical
constraints on qualitative systems undergoing evolution that is explored in my
companion paper, Qualia & Natural Selection.",['Ryan Williams'],2025-04-23 23:49:40+00:00,2025-04-23 23:49:40+00:00,http://arxiv.org/pdf/2505.05481v1,q-bio.NC,"['q-bio.NC', 'cs.AI']"
Qualia & Natural Selection: Formal Constraints on the Evolution of Consciousness,"This paper explores foundational questions about the relationship of qualia
to natural selection. The primary result is a derivation of specific formal
conditions under which structural systems subject to natural selection can
convey consistent effects in an associated qualitative domain, placing
theoretical and empirical constraints on theories of consciousness. In order to
achieve this result, information-theoretic measures are developed to quantify
the mutual determinability between structure and quality, quantifying fidelity
between the two domains. The fidelities represented by that space are then
incorporated into the Price Equation to yield key bounds on the transmission of
selective effects between domains. Finally, transmission of higher-order
structures between domains is explored. Placement within a broader
philosophical context can be found in the companion paper Structure & Quality.",['Ryan Williams'],2025-04-23 23:39:32+00:00,2025-04-23 23:39:32+00:00,http://arxiv.org/pdf/2505.05480v1,q-bio.NC,"['q-bio.NC', 'q-bio.PE']"
